0.645449 0.918739 2.318508 0.442017 -68796.578125
0.640588 0.751978 2.146141 0.422252 -67907.718750
0.614650 0.788440 2.159795 0.389732 -68013.632812
0.626960 0.902602 2.244666 0.532900 -69000.265625
0.555728 1.055268 2.235089 0.523305 -69549.953125
0.456506 1.049903 2.316747 0.506231 -69501.046875
0.426135 1.088588 2.269421 0.548463 -69711.632812
0.424857 1.155970 2.322575 0.657270 -70036.023438
0.470289 1.170615 2.307736 0.773684 -70207.078125
0.496759 1.069531 2.291384 0.746091 -69938.515625
0.434864 0.977572 2.265803 0.755290 -69719.671875
0.516705 1.081916 2.082894 0.700931 -69942.671875
0.461180 1.106725 2.171016 0.631761 -69902.531250
0.652045 1.226276 2.344059 0.538201 -69999.648438
0.689839 1.212260 2.255726 0.695044 -70182.398438
0.608687 1.460646 2.136069 0.765359 -70711.078125
0.508223 1.277156 2.063924 0.710582 -70379.718750
0.391167 1.520789 1.984992 0.816010 -70862.179688
0.426853 1.635020 2.058236 0.760963 -70953.453125
0.263525 1.531707 2.136330 0.640128 -70742.984375
0.325459 1.502575 2.147219 0.735655 -70770.625000
0.320862 1.445874 2.100064 0.752834 -70709.734375
0.273218 1.368032 2.024860 0.654982 -70517.671875
0.389917 1.254812 2.081006 0.687436 -70325.203125
0.518122 1.267658 2.173978 0.724972 -70361.007812
0.516274 1.280196 2.135304 0.802273 -70465.710938
0.387168 1.283829 2.394593 0.823352 -70474.960938
0.287323 1.361319 2.357399 0.810790 -70606.859375
0.322466 1.427699 2.265590 0.845764 -70740.382812
0.233562 1.418302 2.224312 0.725134 -70641.687500
0.158503 1.486680 2.299968 0.635867 -70667.976562
0.059900 1.474102 2.241998 0.710221 -70726.093750
0.159135 1.504945 2.118174 0.905176 -70909.726562
0.212312 1.617511 1.991611 0.805527 -70982.812500
0.260538 1.629170 2.095163 0.988422 -71092.382812
0.156871 1.771723 2.134805 1.002734 -71234.976562
0.065731 1.934251 2.324855 1.187495 -71428.226562
0.056873 1.973695 2.221163 1.115720 -71432.187500
0.038152 2.193875 2.167046 1.018782 -71531.500000
0.008848 2.136175 2.108064 1.035525 -71508.523438
0.073887 2.290443 1.993235 1.131947 -71618.140625
0.092231 2.404636 1.899071 1.147180 -71673.773438
0.099900 2.296214 1.890222 1.200064 -71641.421875
0.055781 2.373749 1.927832 1.198512 -71673.710938
0.023586 2.373025 1.957837 1.107787 -71650.773438
-0.037644 2.381706 1.927323 1.041596 -71640.023438
0.008248 2.602550 1.857565 1.071880 -71734.132812
0.265007 2.650790 1.854608 0.986388 -71726.960938
0.175456 2.564737 1.744552 0.964393 -71695.609375
0.103018 2.521642 1.842566 0.835484 -71644.968750
0.073675 2.414171 1.763458 0.930976 -71627.140625
0.139720 2.554275 1.708152 0.795082 -71651.531250
-0.079103 2.333850 1.655683 0.861627 -71578.265625
-0.128780 2.413217 1.637307 0.960560 -71644.359375
-0.208771 2.441182 1.706330 1.116235 -71693.859375
-0.229799 2.447893 1.733533 1.126214 -71698.460938
-0.221922 2.448000 1.549802 0.959932 -71664.109375
-0.108950 2.494158 1.667302 0.966312 -71677.921875
-0.268309 2.399880 1.815965 1.095943 -71670.898438
-0.277302 2.517494 1.638345 1.085934 -71719.156250
-0.470948 2.543077 1.619295 1.157011 -71747.687500
-0.424182 2.617332 1.627871 1.099797 -71759.804688
-0.390874 2.618654 1.704037 1.119449 -71761.539062
-0.507837 2.697904 1.757436 1.199952 -71801.609375
-0.555338 2.865067 1.746960 1.080883 -71828.937500
-0.602362 2.634315 1.481066 1.267467 -71802.468750
-0.616792 2.726731 1.394223 1.164688 -71813.484375
-0.610483 2.696758 1.417825 1.312101 -71828.578125
-0.735945 2.559055 1.600778 1.289818 -71783.695312
-0.745976 2.428612 1.647203 1.294963 -71741.195312
-0.851637 2.515563 1.595914 1.265833 -71767.906250
-0.918077 2.625534 1.410879 1.207658 -71796.703125
-0.853343 2.458784 1.425105 1.256624 -71751.546875
-0.698194 2.333809 1.406982 1.214442 -71694.398438
-0.787051 2.393539 1.413908 1.154079 -71705.796875
-0.698070 2.487353 1.303290 1.240265 -71757.765625
-0.691344 2.294750 1.195268 1.329211 -71710.171875
-0.738231 2.232386 1.148113 1.401339 -71704.101562
-0.904880 2.261228 1.004735 1.293970 -71699.367188
-0.725163 2.173663 0.987708 1.157608 -71625.734375
-0.785030 2.247884 0.981243 1.030961 -71628.515625
-0.853243 2.162154 1.144241 1.295097 -71653.671875
-1.006410 2.177521 1.282052 1.204162 -71637.765625
-0.920618 2.199259 1.330451 0.979877 -71584.070312
-0.872622 2.143759 1.400987 1.157774 -71602.578125
-0.827666 1.978225 1.355580 1.100949 -71498.062500
-0.854180 1.876711 1.369431 1.065650 -71423.156250
-0.933901 2.000582 1.495520 1.057713 -71495.343750
-0.966852 2.131182 1.411911 0.988339 -71550.421875
-0.980983 2.049278 1.493790 1.029335 -71515.875000
-0.977707 2.272718 1.409233 0.994993 -71622.109375
-0.952788 2.134938 1.382353 1.034009 -71566.468750
-1.000811 2.127876 1.334410 1.089908 -71582.015625
-0.915411 2.202916 1.477669 1.108729 -71616.093750
-0.899675 2.142999 1.608346 1.070778 -71571.640625
-0.790596 2.080814 1.697023 1.131733 -71550.781250
-0.853703 2.102672 1.685519 1.113928 -71559.359375
-0.970824 2.161932 1.571712 1.212537 -71622.890625
-1.077732 2.285543 1.513564 1.237672 -71686.492188
-1.267533 2.372892 1.634558 1.252230 -71723.984375
