0.713449 0.356355 2.832959 0.230183 -58050.621094
0.708588 0.189595 2.660591 0.210419 -49555.152344
0.682650 0.226057 2.674246 0.177898 -50906.957031
0.694960 0.340218 2.759116 0.321067 -59779.242188
0.623728 0.492885 2.749540 0.311472 -63501.710938
0.524506 0.487520 2.831198 0.294397 -63197.144531
0.494136 0.526204 2.783871 0.336630 -64499.042969
0.492857 0.593587 2.837026 0.445437 -66251.718750
0.538289 0.608232 2.822187 0.561851 -67078.343750
0.564759 0.507147 2.805835 0.534257 -65891.210938
0.502864 0.415189 2.780254 0.543457 -64813.972656
0.584705 0.519532 2.597344 0.489097 -65903.445312
0.529180 0.544342 2.685467 0.419927 -65620.328125
0.720045 0.663892 2.858509 0.326367 -65893.984375
0.757839 0.649877 2.770176 0.483211 -66913.500000
0.676687 0.898263 2.650520 0.553525 -68867.117188
0.576223 0.714773 2.578374 0.498749 -67743.851562
0.459167 0.958406 2.499443 0.604176 -69333.273438
0.494853 1.072637 2.572686 0.549130 -69575.179688
0.331525 0.969324 2.650780 0.428295 -68946.570312
0.393459 0.940192 2.661669 0.523821 -69048.453125
0.388862 0.883491 2.614515 0.541000 -68871.718750
0.341219 0.805648 2.539310 0.443149 -68228.148438
0.457917 0.692429 2.595456 0.475603 -67529.453125
0.586122 0.705275 2.688428 0.513139 -67664.632812
0.584274 0.717813 2.649755 0.590440 -68081.242188
0.455168 0.721446 2.909043 0.611519 -68092.843750
0.355323 0.798936 2.871850 0.598957 -68537.617188
0.390466 0.865316 2.780041 0.633931 -68967.031250
0.301563 0.855919 2.738763 0.513300 -68642.742188
0.226503 0.924297 2.814419 0.424033 -68695.773438
0.127900 0.911719 2.756448 0.498388 -68908.953125
0.227135 0.942562 2.632624 0.693343 -69465.710938
0.280312 1.055128 2.506062 0.593694 -69662.945312
0.328538 1.066787 2.609614 0.776589 -69941.304688
0.224871 1.209340 2.649255 0.790901 -70287.601562
0.133731 1.371868 2.839306 0.975661 -70722.101562
0.124874 1.411312 2.735613 0.903887 -70733.804688
0.106153 1.631492 2.681496 0.806949 -70952.304688
0.076848 1.573791 2.622514 0.823692 -70902.882812
0.141887 1.728060 2.507686 0.920114 -71131.460938
0.160231 1.842252 2.413522 0.935347 -71245.578125
0.167900 1.733830 2.404672 0.988231 -71177.835938
0.123782 1.811365 2.442283 0.986679 -71244.617188
0.091586 1.810642 2.472288 0.895954 -71199.453125
0.030356 1.819323 2.441774 0.829763 -71178.687500
0.076249 2.040166 2.372015 0.860047 -71368.750000
0.333007 2.088407 2.369059 0.774555 -71354.828125
0.243456 2.002353 2.259003 0.752559 -71292.179688
0.171018 1.959259 2.357017 0.623651 -71191.507812
0.141675 1.851788 2.277909 0.719143 -71153.671875
0.207721 1.991891 2.222603 0.583248 -71205.117188
-0.011103 1.771466 2.170133 0.649794 -71054.273438
-0.060779 1.850833 2.151757 0.748727 -71188.640625
-0.140771 1.878798 2.220780 0.904402 -71286.984375
-0.161799 1.885509 2.247983 0.914381 -71296.250000
-0.153922 1.885617 2.064252 0.748099 -71228.898438
-0.040949 1.931774 2.181752 0.754479 -71256.843750
-0.200309 1.837496 2.330416 0.884110 -71241.000000
-0.209301 1.955110 2.152796 0.874100 -71338.445312
-0.402947 1.980694 2.133746 0.945178 -71394.820312
-0.356182 2.054949 2.142321 0.887964 -71419.617188
-0.322874 2.056271 2.218487 0.907615 -71422.992188
-0.439837 2.135520 2.271886 0.988119 -71501.625000
-0.487338 2.302683 2.261410 0.869050 -71555.640625
-0.534362 2.071931 1.995516 1.055633 -71502.187500
-0.548792 2.164347 1.908673 0.952855 -71524.531250
-0.542482 2.134374 1.932276 1.100267 -71553.109375
-0.667944 1.996671 2.115228 1.077985 -71465.140625
-0.677975 1.866229 2.161653 1.083129 -71380.007812
-0.783637 1.953179 2.110364 1.054000 -71434.039062
-0.850077 2.063151 1.925329 0.995825 -71491.445312
-0.785343 1.896400 1.939555 1.044791 -71400.820312
-0.630194 1.771426 1.921432 1.002608 -71285.554688
-0.719051 1.831155 1.928358 0.942245 -71310.179688
-0.630070 1.924969 1.817741 1.028431 -71413.046875
-0.623344 1.732366 1.709718 1.117378 -71314.218750
-0.670231 1.670002 1.662563 1.189505 -71299.601562
-0.836880 1.698844 1.519185 1.082137 -71292.039062
-0.657162 1.611279 1.502158 0.945775 -71143.304688
-0.717029 1.685500 1.495693 0.819128 -71153.234375
-0.785243 1.599770 1.658691 1.083264 -71197.890625
-0.938410 1.615137 1.796502 0.992329 -71168.718750
-0.852618 1.636875 1.844901 0.768044 -71064.570312
-0.804622 1.581375 1.915438 0.945940 -71097.359375
-0.759666 1.415841 1.870030 0.889116 -70877.375000
-0.786179 1.314327 1.883882 0.853817 -70716.312500
-0.865900 1.438198 2.009970 0.845879 -70874.625000
-0.898852 1.568798 1.926361 0.776506 -70994.320312
-0.912982 1.486894 2.008240 0.817502 -70919.953125
-0.909707 1.710334 1.923683 0.783160 -71143.312500
-0.884788 1.572554 1.896804 0.822176 -71026.171875
-0.932811 1.565493 1.848860 0.878075 -71056.601562
-0.847411 1.640533 1.992119 0.896895 -71127.679688
-0.831674 1.580615 2.122797 0.858944 -71036.625000
